사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
봉꾸라주,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로48번길 5 (강정동),제주특별자치도 서귀포시 강정동 152-3,33.2542903,126.5057828,186.53,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
던킨서귀포혁신점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로48번길 31,제주특별자치도 서귀포시 강정동 161-1,33.2535803,126.5086944,90.07,064-739-5900,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
오무스비하나(OMUSUBIHANA),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로48번길 31,제주특별자치도 서귀포시 강정동 161-1,33.2535803,126.5086944,24.75,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
청자다방서귀포1호점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로48번길 20-10,제주특별자치도 서귀포시 강정동 166-6,33.2530594,126.5068544,60.97,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
배스킨라빈스서귀포혁신점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로32번길 10,제주특별자치도 서귀포시 강정동 172-6,33.2524417,126.5057712,107.93,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
뜻밖의발견,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로122번길 38. 1층 (강정동),제주특별자치도 서귀포시 강정동 114-3 1층,33.2598693,126.509861,90,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
베이크샵브레센도(bakeshop brescendo),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로108번길 21-14 (강정동),제주특별자치도 서귀포시 강정동 116-13,33.2604986,126.5070634,29.7,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
강정동127,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로102번길 10-1 (강정동),제주특별자치도 서귀포시 강정동 127-6,33.2589477,126.5070517,16.08,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
7번가피자신서귀점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로 69. 102동 1층 102호 (강정동. 강정지예타운),제주특별자치도 서귀포시 강정동 1416-3 강정지예타운 102동 102호,33.2564793,126.5053621,76.08,064-739-7781,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀김정문화로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서로 69. 101동 1층 101호 (강정동. 강정지예타운),제주특별자치도 서귀포시 강정동 1416-3 강정지예타운,33.2562803,126.5052022,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포강정점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로97번길 84 (강정동),제주특별자치도 서귀포시 강정동 178-1,33.25149503,126.5050683,9,064-739-2611,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
롯데리아서귀포혁신점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로97번길 47,제주특별자치도 서귀포시 강정동 159-10,33.2542867,126.507188,125.96,064-738-8386,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
해피라떼클럽(HLC),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로97번길 45,제주특별자치도 서귀포시 강정동 159-1,33.2545663,126.5071728,96.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
GS25신서귀포점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로97번길 45,제주특별자치도 서귀포시 강정동 159-1,33.2545663,126.5071728,3.3,064-738-6911,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
서호,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로76번길 6-12 (서호동),제주특별자치도 서귀포시 서호동 1461-1,33.25549434,126.5133947,28.12,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
엔조이모몰리(Enjoy momoly),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로76번길 5 (서호동),제주특별자치도 서귀포시 서호동 1457-11,33.2559746,126.5121814,24.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
이매커피,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로51번길 32. 1층 (강정동),제주특별자치도 서귀포시 강정동 155-4 1층,33.254642,126.5081197,20,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
못난이찹쌀꽈배기신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로 35 (법환동. 신시가지점),제주특별자치도 서귀포시 법환동 740-5,33.252254,126.5106655,40.59,064-763-9004,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
투썸플레이스서귀포신시가지점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로 31,제주특별자치도 서귀포시 법환동 745-3,33.2518205,126.5104798,278.79,064-738-2496,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
서호주택,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신북로 6 (서호동),제주특별자치도 서귀포시 서호동 1233-2,33.258451,126.5136948,79.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포신북로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신북로 54 (강정동),제주특별자치도 서귀포시 강정동 130-13,33.2587114,126.5088909,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포시청점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신북로 39 (강정동),제주특별자치도 서귀포시 강정동 132,33.2584367,126.5100599,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
하나카페(cafe),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신북로 16,제주특별자치도 서귀포시 서호동 1232-4,33.2583389,126.5126852,127.03,064-738-1007,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
파크삼(parc3),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신동로67번길 31,제주특별자치도 서귀포시 서호동 1458-1,33.2563682,126.5113858,110.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
츄로스점빵,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신동로67번길 28 (서호동),제주특별자치도 서귀포시 서호동 1457-9,33.2562078,126.5118663,12.24,064-738-5180,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지에스25서귀보영점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신동로67번길 24 (서호동),제주특별자치도 서귀포시 서호동 1457-7,33.2559112,126.5121475,6.6,064-739-5630,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
시간당킬로미터,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신동로67번길 11. 1층 (서호동),제주특별자치도 서귀포시 서호동 1459-5 . 1층,33.2548656,126.5122392,59.85,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀혁신도시점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 신동로67번길 11 (서호동)[*미고시],제주특별자치도 서귀포시 서호동 1459-5,33.2548656,126.5121756,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
리치망고 쇠소깍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 164 (하효동),제주특별자치도 서귀포시 하효동 1027-3,33.2509341,126.6202527,65.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
GS25쇠소깍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),제주특별자치도 서귀포시 하효동 999,33.2505142,126.6211882,6.6,064-763-1471,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
투썸플레이스제주쇠소깍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 134. 2층 (하효동),제주특별자치도 서귀포시 하효동 995-6 2층,33.2522488,126.6226972,385.28,064-732-0756,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
쇠소깍휴게소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),제주특별자치도 서귀포시 하효동 995,33.2521507,126.6230625,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
지영상회,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),제주특별자치도 서귀포시 하효동 995,33.2521507,126.6230625,37.2,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제주애퐁당쇠소깍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 100,제주특별자치도 서귀포시 하효동 989,33.2545111,126.6223824,12.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
라봉상회,제주특별자치도,서귀포시,제주특별자치도 서귀포시 쇠소깍로 100 (하효동),제주특별자치도 서귀포시 하효동 989,33.2545111,126.6223824,75.06,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
잇모어쿠키(Eat more cookie),제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로117번길 7-1,제주특별자치도 서귀포시 서홍동 397-70,33.2550161,126.5598644,36.88,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
고미커피,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솜반천로46번길 21 (서홍동),제주특별자치도 서귀포시 서홍동 355-8,33.2556155,126.5557665,149.37,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
콩,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솜반천로 8 (서홍동),제주특별자치도 서귀포시 서홍동 397-96,33.2544766,126.5599862,20.4,064-762-1647,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
군것질,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솜반천로 18,제주특별자치도 서귀포시 서홍동 422-11,33.25424314,126.558518,28.9,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유제주큐브리조트점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔오름로105번길 24,제주특별자치도 서귀포시 토평동 산 30-13,33.28589961,126.5636465,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페아이갓에브리씽제주헬스케어타운의료서비스센터점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔오름로 61,제주특별자치도 서귀포시 동홍동 2029,33.28538913,126.5575475,105,064-794-6277,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유서귀포자구리점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔동산로21번길 31,제주특별자치도 서귀포시 서귀동 31-11,33.2426274,126.5671709,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
골목사이카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔동산로21번길 16-1 (서귀동),제주특별자치도 서귀포시 서귀동 731-1,33.24249627,126.5654956,57.36,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
보물섬다방,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔동산로 6-1 (서귀동),제주특별자치도 서귀포시 서귀동 584-3,33.2443113,126.563979,86.1,064-762-3373,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
Woody glade(우디글레이드),제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔동산로 26-6,제주특별자치도 서귀포시 서귀동 644-6,33.2427218,126.5631512,136.76,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
GS25서귀솔동산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 솔동산로 20,제주특별자치도 서귀포시 서귀동 716-5,33.2431563,126.5637756,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
벨롱벨롱,제주특별자치도,서귀포시,제주특별자치도 서귀포시 속골로 52-1 (호근동),제주특별자치도 서귀포시 호근동 1565-5,33.24450744,126.5301876,108.9,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
유디에이(UDA),제주특별자치도,서귀포시,제주특별자치도 서귀포시 속골로 13-7,제주특별자치도 서귀포시 호근동 1631-1,33.2410349,126.5285931,390.86,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
깜시네,제주특별자치도,서귀포시,제주특별자치도 서귀포시 소암로 18 (서귀동),제주특별자치도 서귀포시 서귀동 60-8,33.24478284,126.5675765,31.66,064-733-5823,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
함초롬,제주특별자치도,서귀포시,제주특별자치도 서귀포시 소보리당로164번길 63,제주특별자치도 서귀포시 상예동 2804-1,33.2640895,126.3845536,53.34,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페봄봄예래점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 소보리당로164번길 63 (상예동),제주특별자치도 서귀포시 상예동 2804-1,33.2640895,126.3845536,40,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
썬샤인워크,제주특별자치도,서귀포시,제주특별자치도 서귀포시 소보리당로 40-4,제주특별자치도 서귀포시 상예동 3162-1,33.2480733,126.389296,46.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
소보리당로222,제주특별자치도,서귀포시,제주특별자치도 서귀포시 소보리당로 222 (상예동),제주특별자치도 서귀포시 상예동 2850-5,33.2629292,126.3833647,65.88,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
일록일청,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 799,제주특별자치도 서귀포시 성산읍 온평리 3-3,33.4233095,126.9135435,49.56,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페아오오,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 75. 1.2층,제주특별자치도 서귀포시 성산읍 신산리 420 1.2층,33.3790931,126.8800134,261.44,064-782-0007,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제이아일랜드,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 69,제주특별자치도 서귀포시 성산읍 신산리 421-1,33.3787953,126.8797774,135.14,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
오션의아침,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 669. 오션스퀘어 지1층,제주특별자치도 서귀포시 성산읍 온평리 648 지1,33.4133612,126.9087458,128.8,064-717-7300,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페제노,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 655,제주특별자치도 서귀포시 성산읍 온평리 651,33.41269799,126.9081874,49.69,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
돌개바람,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 495,제주특별자치도 서귀포시 성산읍 온평리 1110-1,33.40054965,126.9030933,33.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페더씨씨(Cafe the SEASEE),제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 43,제주특별자치도 서귀포시 성산읍 신산리 445-1,33.37730784,126.877899,42.28,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
성산봄죽칼국수신산리,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 33,제주특별자치도 서귀포시 성산읍 신산리 1130-2,33.3766376,126.8768789,196.18,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
코코컬쳐클럽주3동카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 201. 주3동,제주특별자치도 서귀포시 성산읍 신산리 59-1,33.38726529,126.8880662,16.56,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페쿠리,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 165-21,제주특별자치도 서귀포시 성산읍 신산리 312-1,33.3867701,126.8844737,115.02,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
쿠리,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 환해장성로 165-19,제주특별자치도 서귀포시 성산읍 신산리 312-4,33.3863553,126.8843988,77.42,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
인더오조,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768,제주특별자치도 서귀포시 성산읍 오조리 325-1,33.46920386,126.920283,31.35,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
한라전복,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2732,제주특별자치도 서귀포시 성산읍 오조리 376,33.4709707,126.9169772,65.42,064-782-5190,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
성산봄죽칼국수,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,제주특별자치도 서귀포시 성산읍 오조리 391,33.4716921,126.9171611,109.44,064-782-7075,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
orrrn(오알엔),제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2714,제주특별자치도 서귀포시 성산읍 오조리 394,33.4718084,126.9157543,284.74,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
취다선,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688. 지하1층,제주특별자치도 서귀포시 성산읍 오조리 398-10 . 지하1층,33.4718513,126.9127608,26.1,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
씨유봄그리고가을리조트점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660. 봄그리고가을리조트 1층,제주특별자치도 서귀포시 성산읍 시흥리 208 봄그리고가을리조트,33.4741492,126.9110694,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
목화식당휴게소,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,제주특별자치도 서귀포시 성산읍 시흥리 1270-1,33.4817876,126.9016797,46.56,064-782-2077,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
나무아래,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로255번길 21,제주특별자치도 서귀포시 성산읍 성산리 303-1,33.46739647,126.9352342,93.88,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
요거프레소제주성산점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 32. 1층,제주특별자치도 서귀포시 성산읍 오조리 634 1층,33.4664232,126.9120456,98.55,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페퀘끼리,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 269-23. 부속동 1층,제주특별자치도 서귀포시 성산읍 성산리 306 1층 부속동,33.4674297,126.9356682,16.5,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
카페더라이트,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 269,제주특별자치도 서귀포시 성산읍 성산리 298-22,33.46563638,126.9359703,254.83,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐서귀포성산한도점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 259,제주특별자치도 서귀포시 성산읍 성산리 298,33.46589852,126.9352606,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제주카페코지,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 200,제주특별자치도 서귀포시 성산읍 성산리 363-5,33.4681909,126.929173,170.23,064-784-1005,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
GS25성산오조점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 한도로 129,제주특별자치도 서귀포시 성산읍 오조리 6,33.4689724,126.9218901,6.6,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
여름정원,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 풍천로192번길 40-5,제주특별자치도 서귀포시 성산읍 신풍리 825,33.3610138,126.8389513,66.02,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제주안에,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 풍천로192번길 39,제주특별자치도 서귀포시 성산읍 신풍리 775-1,33.36129141,126.838586,105.67,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
블루마운틴4255,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 중산간동로 4255,제주특별자치도 서귀포시 성산읍 삼달리 1510-1,33.3800899,126.837358,104.1,064-782-0428,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
자연으로,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 중산간동로 4217,제주특별자치도 서귀포시 성산읍 삼달리 1079-13,33.3782906,126.8403597,25.2,064-782-2832,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
물고기나무카페,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 중산간동로 4204-14,제주특별자치도 서귀포시 성산읍 삼달리 1037,33.3789494,126.8408636,36,064-783-1037,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
(주)삼영관광일출랜드,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30. 일출랜드 1층,제주특별자치도 서귀포시 성산읍 삼달리 1010 일출랜드,33.3819533,126.842051,87.48,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
어니스트밀크,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 중산간동로 3147-7,제주특별자치도 서귀포시 성산읍 수산리 1490,33.4504203,126.8718828,108.8,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
스타벅스제주성산DT점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 80. 1.2층,제주특별자치도 서귀포시 성산읍 고성리 238 1.2층,33.4497224,126.9207531,298.9,064-782-3273,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
더벤티커피고성교차로점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 4. 102호,제주특별자치도 서귀포시 성산읍 고성리 1100-13 케이빌딩,33.4471117,126.9133453,39.71,070-8691-1521,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
성산과자점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 286,제주특별자치도 서귀포시 성산읍 성산리 109-2,33.4630116,126.935177,94.82,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
스타벅스성산일출봉점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284-5,제주특별자치도 서귀포시 성산읍 성산리 109-11,33.4628766,126.9355533,210.48,064-782-8535,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
캘리소프트서브성산일출봉점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284-4,제주특별자치도 서귀포시 성산읍 성산리 125-2,33.4627141,126.9351841,60.68,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
이쁜선물가게,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284-13,제주특별자치도 서귀포시 성산읍 성산리 102-1,33.4626875,126.9361558,4.87,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
성산일출봉휴게소식당마트,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284-11,제주특별자치도 서귀포시 성산읍 성산리 113-1,33.4626604,126.9359731,42,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
염전의봄,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284-1,제주특별자치도 서귀포시 성산읍 성산리 109-4,33.4629396,126.9352965,285.04,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
세븐일레븐성산일출점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 284. 1층,제주특별자치도 서귀포시 성산읍 성산리 126-3 진성사이언스제주대리점,33.4627411,126.9350909,3.3,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
제주의선물,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 280-4,제주특별자치도 서귀포시 성산읍 성산리 130-2,33.4623443,126.9348754,84.84,064-782-0303,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
봄봄회수점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 전가로 1,제주특별자치도 서귀포시 회수동 376-1,33.2632473,126.4449655,42.46,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
림벅와플성산일출봉점 골드바바,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일출로 277,제주특별자치도 서귀포시 성산읍 성산리 158-2,33.4624613,126.9344725,20.4,,제주특별자치도 서귀포시청,064-760-2420,2026-01-27,6520000,제주특별자치도 서귀포시
