관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
소래습지생태공원,관광지,인천광역시 남동구 소래로 154번길 77(논현동),,37.40736572,126.7463366,1478000.0,화장실+주차장,,,,,,2005-01-01,10000,100,갯벌과 옛 염전지역을 다양한 생물군락지와 철새도래지로 복원시킨 생태공원,032-453-2140,인천광역시 남동구청,2025-11-28,3530000,인천광역시 남동구
소래포구,관광지,인천광역시 남동구 포구로 2-9(논현동),,37.3988308,126.7403795,20798.0,화장실,,,,,,2000-01-01,10000,0,실제 어선이 드나드는 수도권 유일의 재래포구,032-453-2140,인천광역시 남동구청,2025-11-28,3530000,인천광역시 남동구
라비에벨,관광단지,강원특별자치도 춘천시 동산면 종자리로 436,강원특별자치도 춘천시 동산면 조양리 산199,37.741217,127.7578198,4843796.0,주차장+화장실+도로+광장+전기시설+통신시설+상하수도시설+관광안내소+오수처리장,한국전통호텔+관광호텔+휴양콘도미니엄,클럽하우스+승마장+골프장+티하우스,양회공연장+트레킹코스+전망대+수목원+체험농장+컨퍼런스센터+아울렛,관광식당,,2009-09-01,1000,317,"자연 원형의 생태가 그대로 살아 숨쉬고 최고의 코스와 함께 도전과 변화, 평온과 휴식을 동시에 만끽하실 수 있습니다",033-245-7100,코오롱글로벌㈜,2025-11-12,4181000,강원특별자치도 춘천시
신영,관광단지,강원특별자치도 춘천시 동산면 종자리로 148-16,강원특별자치도 춘천시 동산면 군자리 1435,37.747692,127.7252549,1694696.0,주차장+화장실+도로+전기시설+통신시설+상하수도시설+관광안내소+오수처리장,관광호텔+휴양콘도미니엄,저류지+클럽하우스+수위실+스키하우스+전망대+슬로프,커뮤니티센터,관광식당,,2010-08-01,1000,311,"일상의 스트레스를 벗고, 위대한 자연 속에서 휴식의 옷으로 갈아입는 곳",033-269-8801,신영종합개발(주),2025-11-12,4181000,강원특별자치도 춘천시
춘천호반(하중도),관광지,강원특별자치도 춘천시 하중도길 128,강원특별자치도 춘천시 중도동 603,37.88224246,127.6963924,918.745,도로+부체도로+통합관제실+레고랜드 주차장+저류지+오수중계펌프장+배수펌프장,관광호텔+가족호텔,레고랜드,레고랜드 진입광장,관광식당,,1969-01-21,15000,4000,호반 위에 조성되어 주변 자연경관이 우수하고 수도권의 부족한 관광휴양 공간기능을 수행하는 거점 관광지이다.,033-250-3075,강원특별자치도 춘천시청,2025-11-12,4181000,강원특별자치도 춘천시
청평사(춘천),관광지,강원특별자치도 춘천시 북산면 오봉산길 810,강원특별자치도 춘천시 북산면 청평리 673,37.986071,127.808407,175000.0,도로+주차장+하수처리장+관리사무소 2동+화장실 3동+다목적광장,국민여가캠핑장,계곡+구성폭포,오봉산+소양댐+야영장+전망대,관광식당,,1987-06-15,2800,137,"청평사 관광지는 시내에서 19km 지점에 있으며 소양호 선착장에서 선박을 이용하여 10분 정도 가면 청평사 관광지에 이른다. 계곡이 수려하여 등산객들이 즐겨 찾는 곳으로 계곡을 따라 오르다 보면 7m 높이의 아홉 가지 소리를 낸다는 구성폭포가 있다. 그밖에 청평사 고려 정원 영지, 청평사 회전문, 3층 석탑 등이 있다. 이곳을 계속 오르면 오봉산 등산로와 연결된다. 청평사 관광지의 초입에는 다양한 먹거리가 있어 춘천의 토속음식들을 만나볼 수 있다.",033-250-3717,강원특별자치도 춘천시청,2025-11-12,4181000,강원특별자치도 춘천시
서산동 시화골목,관광지,전라남도 목포시 해안로 127번길 14-2,전라남도 목포시 서산동 12-89,34.78174519,126.3773176,8420.0,화장실+주차장+여행자쉼터,,,,여행자쉼터,,2016-07-28,250,40,지역의 시인과 화가 그리고 주민들이 참여하여 생활적인 시와 벽화를 구성해 놓은 곳이다.개발되지 않은 1970 ~ 80 년대 해안가 마을의 골목길을 보존해 당시의 생활적 정서를 엿볼 수 있는 대표적인 레트로 공간이다. 초입에 1987의 촬영지 연희네 슈퍼가 있어 조화를 이루고 있다,061-270-8598,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
유달산,관광지,전라남도 목포시 유달로 180,전라남도 목포시 죽교동 300,34.79142993,126.3759183,116813.0,화장실+주차장+관광안내소,,,특정자생식물원+봉후샘쉼터+옛수원지 암벽폭포+조각공원,매점,,1982-01-01,100000,2000,노령산맥의 맨 마지막 봉우리이자 다도해로 이어지는서남단의 땅 끝인 산 해발 228미터 기암괴석으로 이루어진 유달산은 노령산맥의 맨 마지막 봉우리이다. 정상에 올라 서면 목포 시내가 한눈에 내려다보이며 푸른 다도해의 경관이 시원스레 펼쳐져 있고 그 사이를 오고가는 크고 작은 선박들의 모습이 한폭의 동양화를 연상시킨다.,061-270-8359,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
구 동본원사 목포별원,관광지,전라남도 목포시 영산로 75번길 5,전라남도 목포시 무안동 2-4,34.78970032,126.3842863,340.0,주차장,,,,,,2007-07-03,150,45,동본원사는 목포에 들어선 일본 첫 불교사원으로 정식명칭은 ‘진종 대곡파 동본원사’이다. 동본원사 목포별원은 1898년 4월에 세워졌으며 목포심상고등학교 설립 인가를 받아 목포 내에서 일본인 소학교로 최초·정식 운영되기도 했다. 해방 이후 정광사의 관리를 받다가 1957년부터 목포중앙교회로 사용하게 되어 사찰이 교회가 되는 이색적인 약력을 가지게 되었다. 현재는 각종 문화행사 및 전시회 공간으로 활용되고 있다.,061-245-8832,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
롯데월드 부산,관광지,부산광역시 기장군 기장읍 동부산관광로 42,부산광역시 기장군 기장읍 시랑리 산46번지,35.19603043,129.2129711,158677.0,화장실+주차장,관광숙박시설,테마파크,테마파크,안내센터,,2022-03-31,10000,1000,"부산광역시 기장군 기장읍 시랑리 산46에 위치한 테마파크. 줄여서 부롯이라 부른다. 오시리아관광단지 테마파크존 내에 조성된 핵심시설로, 서울에 있는 롯데월드 어드벤처와 부산 롯데월드 스카이프라자, 롯데월드 언더씨킹덤에 이은 롯데월드의 4번째 테마파크이다.",1661-2000,롯데,2025-06-17,3400000,부산광역시 기장군
달성토성마을,관광지,대구광역시 서구 국채보상로 83길 21 (비산동) 일대,대구광역시 서구 비산동 404-5,35.87331563,128.5753765,45000.0,행복한 날뫼골 공방,,,채비천연염색공방+전양순자수박물관+마을도서관 햇빛따라+퍼팩토리소극장,달성토성마을 다락방,,2015-06-01,8000,26,집안에 있는 화분을 골목으로 꺼내놓으며 시작된 골목정원,053-663-2181,대구광역시 서구청,2025-02-16,3430000,대구광역시 서구
침산정,관광지,대구광역시 북구 침산남로9길 118,대구광역시 북구 침산동 1168-3,35.897221,128.5848591,291080.0,화장실+주차장+휴게시설,,,,,,2017-03-14,500,50,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
태조산관광지,관광지,충청남도 천안시 동남구 태조산길 261,,36.82207666,127.1889559,331000.0,주차장,,,조각공원,,,1985-07-24,10000,300,유량동 태조산 아래에 자리잡힌 넓은 공원으로 천안시민들의 문화ㆍ휴식 공간,041-550-2520,천안시시설관리공단,2024-06-11,4490000,충청남도 천안시
천안종합휴양관광지,관광지,충청남도 천안시 동남구 성남면 종합휴양지로 200,,36.75731215,127.2240961,748020.0,주차장,콘도미니엄,워터파크,미술관+공연장,식당,,1996-07-02,5000,500,"중부권 최대의 온천관광지로 워터파크, 휴양콘도, 천안예술의 전당이 있음.",041-906-7000,소노벨 천안,2024-06-11,4490000,충청남도 천안시
아쿠아리움,관광지,대전광역시 중구 보문산공원로 469(대사동),대전광역시 중구 대사동 198-14,36.31005741,127.4209439,18708.0,휠체어+유모차대여소+보관소+수유실+고객지원센터,,,아쿠아리움+체험동물원,,,2016-07-01,0,300,전쟁에 대비해 지하방공호로 활용하던 대전 도심의 천연동굴을 변화시킨 수족관으로 국내최초이자 최대인 담수어 아쿠아리움  *수용인원:제한없음,042-226-2100,㈜신라애니멀그룹,2024-08-16,3650000,대전광역시 중구
뿌리공원,관광지,대전광역시 중구 뿌리공원로 79(침산동),대전광역시 중구 침산동 364,36.28538043,127.3883000376,125000.0,관광안내소+수유실,효문화마을관리원,국궁장,성씨조형물+한국족보박물관 등,,,2013-09-01,0,447,"전국유일의 효 테마공원으로서 자신의 뿌리를 되찾을 수 있는 성씨별 조형물과 수변무대, 전망대, 산림욕장 등 다양한 시설이 갖추어진 체험학습의 산 교육장  *수용인원:제한없음",042-288-8301,대전광역시 중구청,2024-08-16,3650000,대전광역시 중구
오-월드,관광지,대전광역시 중구 사정공원로 70(사정동),대전광역시 중구 사정동 142,36.28749924,127.3985039,682830.0,유모차대여소+수유실+의무실+고객지원센터+물품보관소,,버드랜드+조이랜드+플라워랜드+시즌놀이시설,행복쉼터,,,2002-05-02,0,1545,주랜드 + 플라워랜드 + 조이랜드”를 복합적으로 구성하여 온가족이 함께 즐길 수 있는 테마공원 *수용인원:제한없음,042-580-4820,대전도시공사,2024-08-16,3650000,대전광역시 중구
구암서원,관광지,대구광역시 북구 연암공원로17길 20,대구광역시 북구 산격동 산79-1,35.89881592,128.5989989,65000.0,화장실+주차장+관광안내시설+휴게시설,,,,,,2017-03-14,500,30,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
함지공원,관광지,대구광역시 북구 동암로38길 9,대구광역시 북구 구암동 775-6,35.9424608,128.570482,44385.0,화장실+주차장+음악공원시설+물놀이시설+휴게시설,,,,,,2017-03-14,10000,100,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
경북대학교 캠퍼스,관광지,대구광역시 북구 대학로80,대구광역시 북구 산격동 1370-1,35.88909849,128.6143217,1317639.0,화장실+주차장+휴게시설,,,,,,2017-03-14,50000,5000,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
금호강하중도,관광지,,대구광역시 북구 노곡동 673,35.90019471,128.5595886,223000.0,화장실+주차장,,,,,,2017-03-14,50000,2000,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
팔달대교 야경,관광지,,대구광역시 북구 팔달동 524-4,35.89629048,128.5491628,10000.0,조명시설,,,,,,2017-03-14,1000,0,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
운암지수변공원,관광지,,대구광역시 북구 구암동 349,35.93241418,128.5674979,17962.0,화장실+데크로드+분수대+생활공원+유아숲체험원,,,,,,2017-03-14,10000,50,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
부산영화체험박물관,관광지,부산광역시 중구 대청로126번길 12,부산광역시 중구 동광동3가 41-4,35.10169342,129.033594,0.0,화장실+공영주차장,,,,,,2017-07-03,500,0,"부산영화체험박물관은 대한민국을 대표하는 영화체험 복합문화공간입니다. 전국 최초의 영화관련 전문전시체험시설로 지상지상 4층, 지하 3층으로 구성된 본 체험박물관은 영화의 원리를 이해하고 제작의 즐거움을 체험할 수 있는 다양한 전시시설 및 영화의 과거와 미래를 연결하는 하이테크 시네마를 갖추고 있습니다.",051-715-4200,부산 영화체험 박물관,2023-12-04,3250000,부산광역시 중구
광복로,관광지,부산광역시 중구 광복중앙로 1,부산광역시 중구 창선동1가 44,35.09947039,129.0311659,0.0,화장실+공영주차장,,,,,창선동 관광안내소,1970-01-01,7000,0,"패션·쇼핑거리로 중앙에는 21세기 도약의 이미지를 상징하는 `비상 2000` 조형물이 설치되어 있다. 매년 광복로 문화축제를 개최하는 볼거리, 즐길거리가 풍성한 문화예술의 거리이다.",051-600-4084,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
용두산공원,관광지,부산광역시 중구 용두산길 37-55,부산광역시 중구 광복동2가 1-2,35.1009305,129.0324434,0.0,화장실,,,,,,1944-01-08,3000,0,"부산의 역사가 살아 숨쉬고 있는 대표적 관광명소로서 부산의 상진인 120m 높이의 부산타워, 부산 시민의 종, 충무공 이순신 동상, 미술전시관 등이 조화롭게 조성되어 있다.",051-860-7820,부산 시설공단,2023-12-04,3250000,부산광역시 중구
보수동책방골목,관광지,부산광역시 중구 대청로 57-1,부산광역시 중구 보수동1가 124-15,35.10323904,129.0263248,0.0,화장실,,,보수동책방골목 문화관,,,2010-12-08,4010,0,"보수동 책방골목은 국제시장 입구 대청로 사거리 건너 보수동쪽으로 난 사선 방향의 좁은 골목길에 집결된 책방을 말한다. 8.15광복 직후 오늘날의 국제시장이 태평양전쟁으로 주택가가 철거되어 빈터로 놓여 있을 때 일본인이 남기고 간 책을 난전을 벌여 팔았는데, 그 장소가 개인소유가 되자, 보수동 앞길로 책장사들이 한 두 사람 자리를 옮겨 앉게 되면서부터 오늘의 골목이 형성되는 바탕이 되었다.",051-743-7650,부산광역시 중구,2023-12-04,3250000,부산광역시 중구
꽃보라동산,관광지,,대구광역시 북구 산격동 1500-6,35.88935018,128.601059,10000.0,화장실+벤치+벚꽃길,,,,,,2017-03-14,3000,50,대구광역시 북구 8경사진찍기좋은명소,053-665-2344,대구광역시 북구청,2025-01-17,3450000,대구광역시 북구
가위박물관,관광지,전북특별자치도 진안군 진안읍 마이산로 258,전북특별자치도 진안군 진안읍 단양리 690-4,35.76592077,127.4150023,556.99,전시실+수장고+사무실+뮤지업숍,,,가위박물관+명인명품관+홍삼스파+산약초타운+역사박물관+마이돈농촌테마공원,,,2016-12-09,200,100,"세계유일의 가위박물관, 진안가위박물관, 마이산북부에 위치하고 세계 희귀 가위 1500여점을 소장",063-430-8745,전북특별자치도 진안군,2025-01-28,4731000,전북특별자치도 진안군
삼도수군통제영,관광지,경상남도 통영시 세병로 27,경상남도 통영시 문화동 62,34.84715495,128.423489,46683.0,관광안내소+화장실,,,,,,1998-02-20,800,140,"이충무공의 숨결이 살아있는 통제영은 삼도수군통제영의 약칭으로 삼도수군통제사가 경상,전라,충청 3도의 수군을 지휘하던 본영을 말한다. 최초의 통제영은 임진왜란 당시 초대 통제사로 제수된 이순신장군의 한산 진영이였다.",055-645-3805,경상남도 통영시 통영관광개발공사,2025-02-13,5330000,경상남도 통영시
통영시립박물관,관광지,경상남도 통영시 중앙로 65,경상남도 통영시 도천동 28,34.84075153,128.4167887,4989.0,화장실+카페+음식점+휴게공간,,,전시실,세미나실+영화관람실,,2013-08-23,500,32,"통영시립박물관은 통여의 소중한 문화자산을 잘 보존, 전시하여 후대에까지 전하려고 합니다.",055-650-4515,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
장사도해상공원,관광지,경상남도 통영시 한산면 장사도길 55,경상남도 통영시 한산면 매죽리 산4-1,34.71373747,128.5588706,390131.0,화장실+카페+음식점+휴게공간,,,공원,,,2012-01-01,2500,0,바다위의 공원으로 배를 타고 입장.,055-650-0514,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
해저터널,관광지,경상남도 통영시 당동 1-3,경상남도 통영시 당동 1-3,34.83609021,128.411698,2415.0,관광안내소,,,,,,2005-09-14,200,0,동양 최초의 바다 밑 터널,055-650-0514,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
박경리기념관,관광지,경상남도 통영시 산양읍 산양중앙로 173,경상남도 통영시 산양읍 신전리 1429-9,34.802301,128.4035792,4465.0,화장실,,,,세미나실+회의실,,2010-05-05,400,23,통영이 낳은 대 소설가 박경리 선생님의 문학적 업적을 기리고 독창적이고 차별화된 문화콘텐츠를 육성하기 위해 기념관 건립함.,055-650-2541,경상남도 통영시청,2025-02-13,5330000,경상남도 통영시
고려청자박물관,관광지,전라남도 강진군 대구면 청자촌길 33,,34.50866203,126.8008374,3000.0,관리사무소+화장실,,,,,,2013-01-01,1000,100,"고려청자의 체계적인 관리와 연구를 위해1997년 고려청자박물관을 개관,운영하여청자의 연구는 물론 누구나 쉽게 청자를접하고 이해할 수 있도록 하고 있다.",061-430-3755,전라남도 강진군청,2025-11-19,4920000,전라남도 강진군
가우도,관광지,전라남도 강진군 대구면 중저길 31-27,,34.53639111,126.7910468,3000.0,낚시공원1+휴게시설1+식당2+쉼터2,밀물펜션+한옥펜션+노을민박+바닷가펜션+가우도펜션,,낚시공원1,,,2013-01-01,1000,100,곰솔나무 등 태고적 숨결이 가득한 함께해길그리고 바다를 걷는 출렁다리삶의 여유가 묻어나는 섬 가우도에서는 건강함도 함께한다,061-430-3344,전라남도 강진군청,2025-11-19,4920000,전라남도 강진군
삼학도크루즈,관광지,전라남도 목포시 삼학로 92번길 104,전라남도 목포시 산정동 1454-7,34.78101571,126.387931,15455.0,화장실+주차장+매표소+휴게실,,공연장+전망대+카페테리아+라운지,관광유람선,카페테리아,,2020-06-12,578,100,"삼학도 계류장을 출발하여 해상케이블카타워, 인어동상, 목포대교로 간다.잔잔한 목포 앞바다를 배를 타고 노니는것은 또 다른 경험이다. 오른쪽으로 높이오른 유달산과 목포대교의 일몰, 끝없이펼쳐진 다도해 그리고 고하도의 해안을감상할 수 있다.",061-245-3222,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
목포해상케이블카,관광지,전라남도 목포시 해양대학로 240,전라남도 목포시 죽교동 516-101,34.79940179,126.3700239,19079.0,화장실+주차장+매표소+관광안내소+기념품판매점+푸드코트,,VR체험관,안전홍보관,카페테리아+휴게실,,2019-09-06,2500,848,"155m의 높이에서 스릴넘치는 아찔한 체험을...국내 최장구간 3.23km의 해상케이블카로 북항에서 고하도까지 이어진다.목포항과 삼학도를 비롯한 목포 원도심이 한눈에 펼쳐지고 보석처럼 빛나는 다도해와목포대교, 고하도 등을 조망할 수 있다.",061-244-2600,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
춤추는 바다분수,관광지,전라남도 목포시 평화로 82,전라남도 목포시 상동 1157,34.79666213,126.4337909,4210.0,화장실+주차장+관광안내소,,레이저쇼+워터스크린+사연이벤트,,,,2010-07-30,4500,80,"목포춤추는바다분수는 매년 4월부터 11월까지 8개월간 목포 평화광장 앞바다에서 음악과 분수, 워터스크린, 레이저, 빔프로 젝트를 이용한 미디어 아트 작품을 선보이고 있다. 목포춤추는바다분수는 수반길이 150m, 높이 13.5m, 최대분사 높이 70m의 세계최초 초대형 부유식 바다음악분수이다.이에 더해 2021년 10월부터는 바다분수 앞에 설치한 해상무대에서 불꽃과 바다분수가 어우러진 환상적인 해상공연을 펼칠 예정이다.",061-270-8580,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
연희네슈퍼(영화 1987 촬영지),관광지,전라남도 목포시 해안로 127번길 14-2,전라남도 목포시 서산동 12-89,34.78174519,126.3773176,62.2,화장실+주차장+여행자쉼터,,의상체험+셀프시잔관+화가의집,,여행자쉼터,,2018-02-12,100,40,영화 1987의 주인공 연희가 살던 곳이곳의 시간은 1987년이다. 개발되지 않은 배경에 1987년을 그대로 옮겨놓은 연희네 슈퍼는 단순한 영화세트장이 아니다. 각자의 1987년을 떠올릴 수 있는 공간이다. 문득 시간을 돌아보고 싶거든 연희네 슈퍼로 가자. 그곳에 나의 1987년이 있고 나의 연희가 있다.,061-270-8598,전라남도 목포시청,2025-06-25,4800000,전라남도 목포시
인천도호부청사,관광지,인천광역시 미추홀구 매소홀로 589,인천광역시 미추홀구 문학동 349-2,37.4393787,126.6868134,9103.0,관리사무소+화장실+주차장,,,,,,2001-10-14,3000,50,조선시대 행정기관의 하나로 상급기관인 목(牧)과 하급기관인 군(郡) · 현(縣) 사이에서 행정을 담당했던 관청,032-422-3492,인천광역시청,2024-10-31,3510500,인천광역시 미추홀구
인천나비공원,관광지,인천광역시 부평구 평천로 26-47,인천광역시 부평구 청천동 68-12,37.52026697,126.6927245,1674.0,수유실,,,전시,카페,,2017-02-20,500,24,살아있는 나비 등 관람,032-509-8824,인천광역시 부평구청,2025-05-27,3540000,인천광역시 부평구
부평안전체험관,관광지,인천광역시 부평구 굴포로 110,인천광역시 부평구 삼산동 441-6,37.51098789,126.7333177,10240.0,화장실,,,안전교육체험,카페,,2017-02-20,100,65,재난상황 시뮬레이션 체험,032-509-3940,인천광역시 부평구청,2025-05-27,3540000,인천광역시 부평구
부평역사박물관,관광지,인천광역시 부평구 굴포로 151,인천광역시 부평구 삼산동 451-1,37.51214216,126.7379081,3108.0,화장실,,,전시,카페,,2013-03-13,100,31,부평 역사관련 전시물 관람,032-515-6471,인천광역시 부평구청,2025-05-27,3540000,인천광역시 부평구
기후변화체험관,관광지,인천광역시 부평구 장제로 267,인천광역시 부평구 갈산동 403,37.50932668,126.7307645,1279.0,수유실,,,생태교육체험,,,2017-02-20,100,4,생태교육프로그램 체험,032-509-3900,인천광역시 부평구청,2025-05-27,3540000,인천광역시 부평구
부평아트센터,관광지,인천광역시 부평구 아트센터로 166,인천광역시 부평구 십정동 186-22,37.4822383,126.7049334,17236.0,수유실+놀이방,,,공연+전시,카페+레스토랑,,2015-05-06,600,259,뮤지컬+음악회+전시회 등,032-500-2000,인천광역시 부평문화재단,2025-05-27,3540000,인천광역시 부평구
황령산관광지,관광지,부산광역시 수영구 황령산로 156 일원,부산광역시 수영구 광안동 산 60-1일원,35.155156,129.102558,174890.0,관리사무소+화장실+주차장,,,,,,1987-03-02,10000,80,"부산광역시 금련산청소년수련원 일대이며, 부산 도심 속 천혜의 황령산 자락에 위치하고 있어 부산의 랜드마크인 광안리 해수욕장, 광안대교, 해운대를 한눈에 바라볼 수 있음.",051-610-3211,금련산청소년수련원,2025-07-24,3380000,부산광역시 수영구
서낙동강카누경기장,관광지,"부산광역시 강서구 조정경기장길 120, (강동동)",,35.17013026,128.9068188,276272.0,관리사무소+화장실+주차장,,"운동장 276272㎡(부지25252㎡, 조정호 251020㎡)+경기장시설(조정8레인, 카누9레인)",,,,2002-07-31,150,20,"서낙동강 조정 카누 경기장은 강서구 강동교~남해 고속 도로 지선, 강서구 강동동 서낙동강 일대에 있다. 전국 체육 대회 등 국내 대회를 성공적으로 개최하여 조정·카누 인구의 저변 확대와 부산 체육 진흥에 크게 이바지하였다. 연중 해양 스포츠 아카데미를 개설·운영하여 조정, 카누, 래프팅 등을 배울 수 있으며, 다양한 해양 스포츠 체험을 할 수 있다. 매년 6월 중에는 강 스포츠 축제가 개최되고 있다.[네이버 지식백과] 서낙동강 조정 카누 경기장 [西洛東江漕艇-競技場] (한국향토문화전자대전)",051-970-4125,부산광역시 강서구청,2025-03-27,3360000,부산광역시 강서구
강서체육공원,관광지,"부산광역시 강서구 체육공원로 43, (대저1동)",,35.21018443,128.9723366,208985.0,관리사무소+화장실+주차장,,"실내체육관(경기장1개소, 관람석 4189석)+보조체육관(지하1층: 수영장(1개소), 지상1층: 배드민턴장(9면), 지상2층: 트레이닝센터(1), 배트민턴장(3면))+하키경기장(경기장 2면(인조잔디), 관람석 2612석)+양궁경기장(경기장 1면, 관람석 432석)+축구연습장(경기장 2면)+테니스장(인조잔디 4면)+기타시설(야외농구장, 소공원 1개소)",,,,2002-06-30,7500,527,"강서체육공원은 강서구 대저1동에 부지면적 20만㎡로 2002, 6월에 완공되었다. 2002년 부산아시아경기대회 펜싱경기와 배드민턴경기가 열린 실내체육관과 2,000석 규모의 하키경기장, 500석 규모의 보조경기장, 그리고 양궁경기장 등으로 구성되어 있다. 강서체육공원은 종목별 경기장 뿐만 아니라 시민체육, 문화센터 등 여가시설을 위한 체육가족공원으로 조성되어 있으며, 천연잔디구장 2면은 부산아이콘스 및 유소년 축구클럽 전용연습장으로 사용하고 있다. 또한 4,189석의 관람석을 갖고 있는 실내체육관에서는 펜싱과 배드민턴 등 경기가 가능하며, 야간에는 주차장 일부를 폐쇄하여 인라인스케이트장으로 활용하고 있다.",051-970-1200,강서체육공원 관리사무소,2025-03-27,3360000,부산광역시 강서구
렛츠런파크 부산경남,관광지,"부산광역시 강서구 가락대로 929, (범방동)",,35.15474347,128.8819186,1243103.0,종합안내센터+편의용품대여소+화장실+흡연실+마권사는곳+편의점,,어린이축구장+어린이놀이터+포니승마장+가족테마존+생활체육존국제승마경기장+실내승마장+승용마하우스,,,,2005-09-30,30000,4747,"전국 최대 말 테마파크로 더비랜드(사계절썰매장, 바닥분수, 렛츠런투어 등) 포니랜드(어린이승마장, 어린이놀이터, 바운싱돔) 에코랜드(테니스장, 족구장, 농구장, 축구장) 호스아일랜드(호수공원, 미니기차, 가족 자전거) 승마랜드(말 먹이주기체험, 승마체험, 힐링/재활 승마) 등 가족, 연인, 친구와 다양한 즐길거리의 시설이 갖춰져 있다. 금~일요일 경마일에 방문한다면, 공원 놀이시설 외에 관람대에서 실제 말이 뛰는 모습을 볼 수 있다. 또, 관람대 내 루키존에서는 다양한 콘텐츠(인생네컷, 농구게임, 다트, 초보경마교실 등)도 무료로 이용할 수 있다. 시즌 프로그램으로 더비랜드에서 여름을 시원하게 보낼 수 있는 워터파크도 운영되고 봄, 가을에는 문화행사와 축제도 꾸준히 운영되고 있다.",051-901-7114,렛츠런파크 부산경남공원,2025-03-27,3360000,부산광역시 강서구
명월사지흥국사,관광지,"부산광역시 강서구 허왕후길 182, (지사동)",,35.13886951,128.8341451,1018.0,안내판,,,,,,1956-01-01,200,0,"<신증동국여지승람>에 의하면 명월사(明月寺)는 명월산에 있었다고 하고, 헌종 34년(1708) 승(僧)증원(證元)이 천한 <김해명월사사적비>에 명월사 내력이 자세히 기록되어 있다.명월사는 임진왜란때 불타버렸는데, 광해군 10년(1618)에 중건하였고, 그 뒤 또 다시중수(重修)할 때 「건강원년갑신삼월남색(健康元年甲申 三月藍色)」이라고 새겨진 기와장이 무너진 담장 아래서 발견되었는데, 건강원년은 수로왕 103년(144)이 되며 서역불교(西域佛敎)가 장유화상(長遊和尙)에 의해서 일찍이 이 땅에 전래된 것을 입증한다고 한다.흥국사 경내에 있는 명월사 사적비문(史蹟碑文)을 보면, 가락국 수로왕이 높은 산길 아래서 만전(滿殿)을 베풀어 허왕후를 맞이하였으며, 익일(翼日)에 궁으로 돌아갈 때에 허왕후가 입었던 비단바지를 벗어서 산신(山神)께 바쳤다고 전해오고 있다.",051-970-4065,부산광역시 강서구청,2025-03-27,3360000,부산광역시 강서구
맥도생태공원,관광지,"부산광역시 강서구 공항로 500, (대저2동)",,35.15230906,128.9549009,2510000.0,관리사무소+화장실+주차장,,축구장(2)+야구장(1)+농구장(2)+족구장(2)+테니스장(6)+배구장(2)+배드민턴장(3)+게이트볼장(3)+인라인스케이트장(1),,,,1966-07-23,60000,122,"맥도생태공원은 강서구 명지동(낙동강하구둑)부터 대저2동(공항램프)까지 하천내 자연적으로 형성된 둔치지역이며, 낙동강하구 천연기념물 179호(철새도래지)로 지정된 지역이다. 이곳은 과거부터 벼농사 등의 농경지로 이용되어 겨울철새들에겐 먹이터겸 쉼터로 활용되던 곳으로, 2006년의 정비사업 및 2009년의 4대강사업 추진 시에도 이를 고려하여 사업이 추진되어, 많은 곳이 겨울철새의 먹이터겸 쉼터로 관리되도록 하였다.한편, 겨울철새에 대한 배려 이외에도 생태공원의 특징을 살려 갈대밭, 연꽃단지, 수생식물원 등을 조성하여 시민들의 볼거리를 만들었고, 그밖에 축구장, 야구장 등 각종 체육시설(9종 22면)과 파고라, 정자 등 휴게시설이 구비되어 있다.",051-941-9728,맥도생태공원 관리사무소,2025-03-27,3360000,부산광역시 강서구
